"","SCR_exp1","SCR_exp2","SCR_exp3","SCR_exp4","GLS_KO_exp1","GLS_KO_exp2","GLS_KO_exp3","GLS_KO_exp4"
"ENSG00000170855",876,819,1080,898,1058,857,1120,1203
"ENSG00000160049",2377,2716,3617,2869,3362,2845,3675,4155
"ENSG00000213244",0,0,9,0,0,0,0,11
"ENSG00000284696",0,0,0,0,2,0,0,0
"ENSG00000260772",96,41,14,42,108,76,74,86
"ENSG00000226835",0,0,4,2,0,0,8,0
"ENSG00000204538",0,0,0,4,0,0,0,1
"ENSG00000225671",0,2,1,0,0,0,2,0
"ENSG00000309551",1,0,0,0,0,0,0,0
"ENSG00000258232",21,21,55,16,25,16,36,49
"ENSG00000260570",67,37,96,52,23,32,76,75
"ENSG00000296218",0,0,0,0,0,0,0,2
"ENSG00000281348",0,14,3,43,0,20,31,22
"ENSG00000233621",53,42,69,63,71,74,67,75
"ENSG00000288927",7,11,11,6,10,11,8,7
"ENSG00000261117",7,0,0,0,0,0,0,6
"ENSG00000142700",1,0,2,1,0,0,0,1
"ENSG00000243687",0,0,0,0,0,0,1,0
"ENSG00000230585",0,3,0,0,2,4,0,2
"ENSG00000131724",994,1330,627,874,1560,1448,1007,1045
"ENSG00000303559",0,2,1,0,0,0,0,0
"ENSG00000288751",12,10,11,10,13,2,6,7
"ENSG00000204176",2,7,11,6,11,4,3,3
"ENSG00000308484",0,0,0,1,0,0,0,0
"ENSG00000303578",18,16,23,13,12,22,16,13
"ENSG00000189067",3460,4121,2059,2792,4877,4289,3114,3412
"ENSG00000288635",0,0,0,1,0,0,0,0
"ENSG00000233775",1,2,3,3,1,1,1,2
"ENSG00000164161",87,97,86,81,129,167,139,125
"ENSG00000196372",693,635,630,362,724,720,398,478
"ENSG00000267706",0,0,0,0,0,0,0,1
"ENSG00000244625",46,68,69,70,75,73,80,83
"ENSG00000007341",198,219,230,234,251,226,313,307
"ENSG00000289123",0,0,0,0,2,0,1,0
"ENSG00000282390",1,0,0,1,0,1,0,0
"ENSG00000286037",1,1,0,0,0,0,0,0
"ENSG00000246308",5,22,36,33,34,21,21,21
"ENSG00000118263",167,250,188,220,315,297,356,415
"ENSG00000287235",2,0,3,1,0,2,2,1
"ENSG00000151303",9,12,13,15,5,6,13,18
"ENSG00000258179",2,0,10,5,2,4,1,0
"ENSG00000246526",1,1,3,1,2,1,5,6
"ENSG00000250751",2,4,4,0,5,0,4,2
"ENSG00000198964",145,217,217,311,277,225,388,399
"ENSG00000198794",622,636,472,437,790,670,593,591
"ENSG00000250251",77,125,209,110,129,137,148,200
"ENSG00000089558",1,7,3,2,0,4,3,7
"ENSG00000228868",0,0,0,0,0,0,0,2
"ENSG00000116017",282,349,354,234,325,265,264,295
"ENSG00000085831",4,14,5,11,11,11,6,4
"ENSG00000262500",1,3,5,1,5,6,3,2
"ENSG00000113810",3724,5049,4878,6355,5843,4484,7401,7865
"ENSG00000255882",3,4,5,1,2,4,1,9
"ENSG00000196378",99,115,87,91,117,105,91,88
"ENSG00000296639",0,0,1,0,0,0,0,0
"ENSG00000273080",27,26,16,15,24,14,20,17
"ENSG00000294588",4,3,5,5,6,4,6,7
"ENSG00000233757",116,203,134,169,204,220,206,245
"ENSG00000266371",0,0,0,1,0,0,0,0
"ENSG00000122042",982,1185,814,1115,1483,1248,1181,1299
"ENSG00000232938",0,0,0,0,0,1,0,7
"ENSG00000301212",0,0,1,0,0,0,3,0
"ENSG00000118655",576,728,617,781,840,708,916,1038
"ENSG00000186825",0,0,0,3,0,2,0,0
"ENSG00000092051",43,65,31,29,25,39,17,27
"ENSG00000286575",0,0,0,1,0,0,0,0
"ENSG00000236268",1,0,1,0,0,0,0,0
"ENSG00000306285",0,0,0,2,0,0,0,5
"ENSG00000121101",15,20,11,8,26,15,14,17
"ENSG00000224543",32,18,64,26,42,28,25,34
"ENSG00000115514",747,773,788,928,936,693,1109,1110
"ENSG00000067182",3634,4302,3730,3224,5341,4596,3844,4253
"ENSG00000099246",954,997,739,987,1132,966,1256,1285
"ENSG00000236817",0,0,0,1,1,1,7,0
"ENSG00000100575",411,370,397,422,447,358,485,610
"ENSG00000169660",234,296,554,293,329,260,294,354
"ENSG00000184281",1017,881,2628,1172,1090,871,1312,1597
"ENSG00000157578",25,19,7,8,26,21,21,26
"ENSG00000259985",31,20,10,20,42,40,35,23
"ENSG00000165879",211,183,108,90,223,210,56,102
"ENSG00000260011",1,3,6,1,5,2,7,2
"ENSG00000223429",1,0,0,0,0,0,0,0
"ENSG00000225610",5,0,2,3,6,3,0,0
"ENSG00000285629",0,0,1,2,0,0,0,0
"ENSG00000226647",1,2,0,0,0,3,0,0
"ENSG00000182054",1148,1084,695,579,1074,1049,481,534
"ENSG00000228192",95,170,120,117,147,118,116,141
"ENSG00000215800",1,0,0,0,0,0,0,0
"ENSG00000204362",0,0,4,1,2,0,0,1
"ENSG00000134748",2500,2688,3437,3071,3413,2818,3686,4014
"ENSG00000067248",1390,1698,1514,1684,1888,1672,2006,2211
"ENSG00000260518",0,0,0,0,2,0,0,3
"ENSG00000274666",0,0,0,4,0,0,0,0
"ENSG00000253598",1,4,6,9,2,3,4,5
"ENSG00000306935",0,1,0,0,0,3,0,0
"ENSG00000213484",0,1,1,0,0,0,0,0
"ENSG00000223505",0,1,0,1,0,1,3,0
"ENSG00000196933",122,74,358,113,144,109,131,194
"ENSG00000297198",0,0,0,0,1,0,0,0
"ENSG00000102468",0,1,0,0,0,0,0,2
"ENSG00000201793",0,0,1,0,0,0,0,1
"ENSG00000119242",248,235,186,192,218,207,118,182
"ENSG00000121454",107,159,295,286,202,83,360,373
"ENSG00000178035",12716,13567,18319,12628,15249,12632,14594,16330
"ENSG00000143479",1414,1795,1314,1489,1892,1605,1978,2016
"ENSG00000243260",0,2,1,0,0,0,0,0
"ENSG00000167460",9790,11533,10108,9865,13130,11124,12072,12598
"ENSG00000187144",16,16,30,20,32,18,28,24
"ENSG00000305757",0,1,0,0,0,0,0,0
"ENSG00000302248",32,32,19,20,26,22,17,15
"ENSG00000226167",8,18,26,30,9,17,15,28
"ENSG00000174473",6,8,1,1,3,10,1,4
"ENSG00000309283",0,0,2,0,0,2,0,3
"ENSG00000197361",11,8,8,11,27,13,14,17
"ENSG00000231468",0,0,0,0,0,0,1,0
"ENSG00000203995",2,1,0,0,0,0,0,3
"ENSG00000227292",6,16,7,7,16,15,19,15
"ENSG00000295345",2,1,0,1,1,1,0,2
"ENSG00000025293",754,1021,1076,1069,1204,1078,1396,1590
"ENSG00000283415",6,6,5,9,2,7,0,17
"ENSG00000196839",409,413,531,329,481,454,426,480
"ENSG00000258458",2,3,0,2,4,7,3,1
"ENSG00000228021",3,7,3,2,0,5,3,1
"ENSG00000287315",1,0,2,0,12,1,0,5
"ENSG00000166024",474,573,508,520,579,491,636,727
"ENSG00000103671",466,505,618,573,645,491,673,714
"ENSG00000166004",453,820,490,642,891,788,817,839
"ENSG00000187479",28,23,30,12,23,31,13,23
"ENSG00000307622",0,1,0,1,2,2,0,3
"ENSG00000296233",0,1,1,0,1,0,0,1
"ENSG00000261330",0,0,0,1,0,0,0,0
"ENSG00000283317",0,0,0,0,1,1,1,0
"ENSG00000189181",0,0,0,0,0,0,0,1
"ENSG00000264116",0,0,0,0,4,0,0,1
"ENSG00000259877",47,55,22,30,72,50,33,50
"ENSG00000243824",170,163,504,157,190,152,146,200
"ENSG00000231649",0,2,0,1,0,0,1,1
"ENSG00000168038",236,250,237,230,235,225,252,286
"ENSG00000308620",1,2,3,2,2,1,3,3
"ENSG00000289863",6,20,5,4,13,12,13,20
"ENSG00000196666",8,5,10,14,0,1,0,2
"ENSG00000162384",805,799,1103,814,876,775,965,1042
"ENSG00000232267",0,0,2,0,0,0,0,1
"ENSG00000179571",0,0,0,1,0,0,0,0
"ENSG00000234578",0,1,0,0,0,2,0,0
"ENSG00000139899",35,25,25,16,30,28,36,25
"ENSG00000279686",0,0,5,0,0,0,13,0
"ENSG00000152464",321,355,309,319,389,308,402,461
"ENSG00000124260",573,744,483,682,1096,848,901,1036
"ENSG00000294711",5,11,8,7,14,13,8,7
"ENSG00000163683",341,357,87,108,414,351,164,206
"ENSG00000224985",23,37,54,53,28,37,86,78
"ENSG00000270094",10,17,8,20,19,10,18,34
"ENSG00000304505",0,0,1,0,0,0,0,0
"ENSG00000286039",0,2,0,1,1,1,0,0
"ENSG00000111652",2475,2586,2853,2868,3308,2637,3236,3740
"ENSG00000230417",0,0,0,0,0,1,0,1
"ENSG00000281097",0,0,1,0,0,0,0,0
"ENSG00000266313",9,9,4,15,14,12,14,8
"ENSG00000163156",1398,1311,1873,1109,1481,1267,1452,1557
"ENSG00000117602",1339,1516,742,815,1571,1388,648,695
"ENSG00000238029",0,0,1,0,0,0,1,1
"ENSG00000268869",6,5,2,5,4,3,1,8
"ENSG00000145681",9117,11933,3232,5071,14773,13045,5600,5940
"ENSG00000225316",0,0,0,0,1,0,1,0
"ENSG00000227602",0,2,5,0,3,2,1,4
"ENSG00000104879",0,5,0,1,2,0,1,1
"ENSG00000272226",1,1,0,0,1,3,0,2
"ENSG00000254685",533,660,397,534,740,559,588,632
"ENSG00000273365",0,2,1,1,2,1,0,5
"ENSG00000231916",0,0,0,0,0,1,0,0
"ENSG00000289628",1,3,0,0,3,4,1,2
"ENSG00000178150",23,16,23,17,25,17,8,27
"ENSG00000148835",376,398,494,456,563,467,630,637
"ENSG00000289335",0,0,1,1,0,1,0,0
"ENSG00000259732",4,7,0,8,9,6,2,5
"ENSG00000219102",36,44,101,33,54,44,54,64
"ENSG00000310101",132,182,149,98,180,192,83,89
"ENSG00000258450",2,1,0,1,0,1,0,2
"ENSG00000187624",61,106,58,84,105,74,72,84
"ENSG00000162897",0,1,1,0,0,0,0,0
"ENSG00000277290",2,14,6,4,0,2,4,3
"ENSG00000224382",0,0,0,0,3,0,0,2
"ENSG00000104723",1403,1553,1250,1384,1669,1530,1597,1608
"ENSG00000301706",0,0,0,0,1,1,0,0
"ENSG00000155970",62,63,27,58,71,58,61,46
"ENSG00000234571",0,0,0,0,2,4,4,0
"ENSG00000189423",4,8,10,0,9,12,11,0
"ENSG00000291171",435,541,584,449,519,420,514,589
"ENSG00000300008",2,0,1,0,0,0,0,0
"ENSG00000163472",337,399,536,405,383,380,497,550
"ENSG00000163735",0,0,1,0,2,2,2,0
"ENSG00000310190",112,106,114,122,141,106,131,168
"ENSG00000123505",3971,4347,3910,4300,5082,4216,4939,5627
"ENSG00000117519",5577,6652,5783,7512,8589,6905,9362,10277
"ENSG00000309242",6,8,5,1,2,3,6,3
"ENSG00000276248",18,24,20,9,15,19,24,21
"ENSG00000243904",116,118,146,110,107,86,109,158
"ENSG00000160781",521,626,710,459,644,531,576,663
"ENSG00000273769",0,0,0,0,1,0,1,0
"ENSG00000119681",184,236,303,317,324,259,391,489
"ENSG00000069509",278,234,248,230,298,228,263,317
"ENSG00000269118",0,0,3,0,0,0,0,0
"ENSG00000213442",775,758,1616,651,971,776,708,1066
"ENSG00000299041",0,1,0,1,0,1,4,4
"ENSG00000116133",8385,10238,9667,8636,13264,11000,10028,11096
"ENSG00000174606",851,1205,675,1275,1367,1103,1333,1426
"ENSG00000291038",44,41,24,15,44,36,25,14
"ENSG00000162981",1,0,1,0,0,0,0,2
"ENSG00000285867",31,31,14,30,38,31,24,15
"ENSG00000117155",722,795,678,796,1018,870,945,1011
"ENSG00000267286",0,0,0,0,1,0,0,0
"ENSG00000165806",548,673,585,636,766,709,705,821
"ENSG00000283016",2,2,1,0,4,0,0,2
"ENSG00000269843",4,3,3,4,3,2,1,1
"ENSG00000303597",1,0,0,0,0,0,0,1
"ENSG00000279369",40,36,35,20,18,34,10,25
"ENSG00000197147",115,208,116,201,214,210,194,217
"ENSG00000110436",5,17,2,7,15,13,6,7
"ENSG00000300973",1,11,3,3,1,4,2,1
"ENSG00000279074",0,1,0,0,0,0,0,0
"ENSG00000256674",0,0,0,0,0,0,1,0
"ENSG00000290949",3,0,0,0,0,2,0,0
"ENSG00000125744",332,411,273,183,464,383,196,217
"ENSG00000303941",1,1,0,0,0,0,0,0
"ENSG00000302784",0,0,1,0,0,0,0,3
"ENSG00000204316",2668,2231,5124,2561,2985,2409,3171,3574
"ENSG00000234373",10,8,11,10,16,13,22,20
"ENSG00000188033",223,260,220,179,278,247,235,233
"ENSG00000244053",3,2,13,6,1,5,5,2
"ENSG00000287336",1,1,0,0,2,2,4,1
"ENSG00000240531",0,0,1,0,0,0,0,0
"ENSG00000232727",31,25,45,51,39,27,57,50
"ENSG00000301152",1,3,3,0,1,0,0,0
"ENSG00000285873",0,0,0,0,0,1,0,0
"ENSG00000121690",534,599,760,1017,1017,837,1358,1488
"ENSG00000099866",4,5,24,4,7,1,4,3
"ENSG00000123364",345,375,522,531,563,483,846,860
"ENSG00000160094",684,665,478,360,651,540,275,300
"ENSG00000260971",0,2,0,3,1,10,0,0
"ENSG00000298457",0,1,0,0,1,0,2,0
"ENSG00000143184",9,9,4,1,10,8,8,4
"ENSG00000173915",3569,3351,3695,3001,3832,2864,3454,4039
"ENSG00000284686",15,9,6,11,25,8,0,8
"ENSG00000235643",3,3,3,0,3,2,0,4
"ENSG00000213593",4628,4945,5650,5625,5785,4664,6352,7042
"ENSG00000255966",148,130,119,156,167,122,186,198
"ENSG00000198270",146,232,182,212,235,186,198,192
"ENSG00000188199",21,25,20,23,33,15,23,28
"ENSG00000270361",27,33,47,53,49,24,37,26
"ENSG00000132703",0,0,0,0,0,0,0,1
"ENSG00000228124",4,3,5,6,4,2,4,5
"ENSG00000092470",692,722,703,804,1016,776,1023,1073
"ENSG00000175193",883,780,1152,773,972,780,921,1076
"ENSG00000215004",0,0,0,0,0,2,0,0
"ENSG00000293204",2,2,1,0,1,0,0,0
"ENSG00000299392",1,1,0,0,0,0,0,0
"ENSG00000225334",3,12,2,4,7,4,0,2
"ENSG00000258465",0,0,56,4,15,27,4,20
"ENSG00000264943",2,1,1,1,8,0,2,2
"ENSG00000198155",0,0,0,0,26,0,0,21
"ENSG00000145990",83,137,135,129,180,173,232,258
"ENSG00000260086",58,57,28,31,66,54,46,66
"ENSG00000148606",1215,1784,1851,1774,2167,1699,2207,2311
"ENSG00000149506",10,11,3,5,19,12,5,6
"ENSG00000287064",113,150,49,75,223,183,86,101
"ENSG00000233290",1,0,0,1,0,1,0,0
"ENSG00000293817",1,2,1,2,2,2,0,1
"ENSG00000257432",6,6,4,4,0,10,5,6
"ENSG00000305623",0,1,5,2,0,1,1,1
"ENSG00000054523",1928,3253,1614,1884,3207,2844,2226,2401
"ENSG00000158286",390,610,486,555,597,441,603,677
"ENSG00000243517",344,255,785,265,355,276,279,331
"ENSG00000232176",6,0,4,3,2,4,1,3
"ENSG00000182224",594,757,787,991,932,691,1282,1333
"ENSG00000057252",1606,1846,1261,1741,2152,1784,2169,2310
"ENSG00000299382",0,0,0,0,1,0,0,0
"ENSG00000290127",9,7,8,10,6,13,3,14
"ENSG00000246662",9,10,5,2,7,5,7,6
"ENSG00000117632",4681,4620,5642,4891,5299,4381,5267,5813
"ENSG00000232848",3,1,5,3,1,0,2,3
"ENSG00000184545",7,8,11,8,12,10,14,24
"ENSG00000255970",0,0,0,0,0,0,0,2
"ENSG00000236111",1,9,23,8,3,9,13,13
"ENSG00000249852",1,2,0,1,1,3,4,2
"ENSG00000267532",102,132,106,67,149,120,115,129
"ENSG00000255652",1,2,0,0,1,0,0,0
"ENSG00000166321",62,69,60,51,84,57,60,57
"ENSG00000173966",5,1,10,5,2,4,2,5
"ENSG00000295078",6,10,3,5,18,7,7,17
"ENSG00000174123",2,0,0,0,0,0,0,0
"ENSG00000271811",14,16,17,17,24,20,18,15
"ENSG00000292994",23,35,32,45,39,34,46,63
"ENSG00000104671",496,502,311,515,604,574,529,536
"ENSG00000153790",127,131,107,103,154,125,107,124
"ENSG00000000460",712,815,977,1131,1053,877,1282,1396
"ENSG00000270457",2,0,0,0,0,0,0,0
"ENSG00000230783",0,0,0,0,0,1,0,1
"ENSG00000126391",2199,3424,2357,2732,3563,3023,2764,3250
"ENSG00000143761",14445,15929,17356,14623,18413,15759,16458,18478
"ENSG00000161021",1322,1921,1359,1794,2148,1772,1992,2225
"ENSG00000101079",993,1292,1114,1392,1629,1358,1543,1840
"ENSG00000229057",1,1,0,0,1,1,0,0
"ENSG00000303568",0,0,0,0,0,1,0,0
"ENSG00000237390",0,0,0,0,0,1,0,0
"ENSG00000215264",0,0,0,0,1,0,0,0
"ENSG00000120051",6,6,4,6,6,9,2,4
"ENSG00000198732",39,28,56,38,70,78,97,113
"ENSG00000266013",0,0,0,0,0,0,1,1
"ENSG00000226708",0,0,0,0,0,0,0,1
"ENSG00000287300",0,2,0,0,0,0,0,0
"ENSG00000305498",0,1,0,0,0,0,0,1
"ENSG00000169045",10496,12578,15666,17077,13644,10124,18345,20129
"ENSG00000270427",2,0,4,0,2,0,3,0
"ENSG00000130054",0,2,0,4,1,0,3,4
"ENSG00000146232",308,266,441,231,331,275,303,302
"ENSG00000273973",0,2,2,2,2,0,0,2
"ENSG00000287074",0,0,0,1,0,0,0,0
"ENSG00000238076",0,0,0,0,0,1,0,0
"ENSG00000301325",0,0,0,0,1,0,0,0
"ENSG00000224616",70,143,50,61,100,103,73,76
"ENSG00000058673",2807,3040,2834,2876,3695,2966,3645,3969
"ENSG00000228882",0,0,1,0,0,0,0,0
"ENSG00000268912",7,12,3,8,12,13,0,5
"ENSG00000137040",1122,1452,952,1397,1571,1353,1791,1742
"ENSG00000111291",1,2,3,0,0,1,3,0
"ENSG00000273485",11,7,27,13,5,3,3,22
"ENSG00000132773",1002,1188,1496,1404,1528,1081,1604,1840
"ENSG00000276292",1,0,0,1,2,1,0,0
"ENSG00000197362",237,321,383,345,364,320,283,309
"ENSG00000167548",1972,4136,3096,1559,3314,2752,2437,2670
"ENSG00000106258",46,72,72,74,65,60,101,113
"ENSG00000290612",1,0,0,0,3,0,0,0
"ENSG00000227359",6,9,12,11,7,5,11,17
"ENSG00000286378",1,3,0,0,3,1,1,0
"ENSG00000293457",0,2,1,0,3,3,0,2
"ENSG00000278206",0,6,2,3,0,4,3,5
"ENSG00000250616",4,11,3,10,10,12,8,14
"ENSG00000156140",211,295,190,164,287,292,247,235
"ENSG00000203965",142,168,145,190,197,174,198,199
"ENSG00000160783",1629,1623,2287,1702,1926,1493,2023,2203
"ENSG00000234496",1,0,2,2,0,0,0,0
"ENSG00000305227",0,0,0,0,0,2,0,0
"ENSG00000104299",468,589,528,532,732,592,503,567
"ENSG00000197465",2,2,2,1,5,6,3,2
"ENSG00000309494",1,0,0,0,0,0,0,0
"ENSG00000279628",0,0,0,0,0,0,1,0
"ENSG00000300378",0,0,1,0,0,0,0,0
"ENSG00000248290",2,0,0,0,0,0,5,0
"ENSG00000248098",1458,1693,1069,977,1840,1711,1093,1065
"ENSG00000275924",0,0,0,0,0,0,0,1
"ENSG00000151414",1421,1758,989,1765,2200,1866,2276,2567
"ENSG00000165997",668,1192,420,739,1102,1086,907,907
"ENSG00000156042",4,1,4,0,9,6,5,7
"ENSG00000100568",1164,1350,1959,1632,1557,1242,1900,2042
"ENSG00000233117",2,12,19,15,14,7,18,32
"ENSG00000171806",268,236,258,254,299,261,291,313
"ENSG00000223828",0,1,0,0,1,1,0,0
"ENSG00000287125",0,3,1,0,0,0,0,0
"ENSG00000111077",1036,1611,1457,1367,1943,1643,1827,1936
"ENSG00000205482",6,33,20,12,11,10,16,12
"ENSG00000165507",196,226,31,23,178,152,29,27
"ENSG00000134900",1744,2565,2008,2703,2806,2202,3082,3271
"ENSG00000285847",25,67,15,10,57,40,24,12
"ENSG00000259346",0,0,0,0,0,1,1,0
"ENSG00000273727",1,0,0,0,0,2,0,1
"ENSG00000124767",2955,3120,2445,2689,3696,3092,3139,3640
"ENSG00000116161",7125,6726,8813,8276,8892,7224,9919,11075
"ENSG00000298703",5,6,10,5,10,4,3,2
"ENSG00000185973",183,199,184,213,238,178,250,249
"ENSG00000234332",2,10,8,5,6,5,11,18
"ENSG00000120333",810,813,739,783,1012,722,1001,1060
"ENSG00000229657",1,0,0,0,0,0,0,0
"ENSG00000273824",0,0,0,0,0,0,1,0
"ENSG00000138175",902,771,787,655,920,715,710,737
"ENSG00000294120",0,0,1,0,0,0,1,1
"ENSG00000215548",0,0,0,2,0,0,0,0
"ENSG00000300261",1,1,3,2,0,1,3,0
"ENSG00000295942",0,0,0,0,0,1,0,2
"ENSG00000196865",675,962,582,941,1011,942,1201,1300
"ENSG00000120332",2,5,2,0,1,3,0,2
"ENSG00000310351",0,0,4,3,0,0,0,0
"ENSG00000302295",0,0,0,0,0,1,1,2
"ENSG00000220739",0,0,2,0,1,2,1,2
"ENSG00000236423",14,15,47,39,17,7,46,39
"ENSG00000260805",18,17,19,4,9,8,7,5
"ENSG00000245614",15,10,23,17,18,18,15,18
"ENSG00000266993",7,26,6,13,19,10,18,28
"ENSG00000299839",0,0,1,0,0,0,0,0
"ENSG00000230777",3,4,1,1,4,0,0,1
"ENSG00000287326",29,23,10,13,22,20,9,10
"ENSG00000292336",0,0,0,0,1,0,0,0
"ENSG00000278985",0,4,2,0,1,0,1,2
"ENSG00000294638",2,0,3,6,6,3,1,0
"ENSG00000090534",1,1,1,0,1,0,0,0
"ENSG00000258057",37,42,33,57,46,43,46,57
"ENSG00000309210",0,0,0,0,0,1,0,0
"ENSG00000184451",34,29,39,12,33,23,18,31
"ENSG00000307199",0,0,0,0,2,0,0,0
"ENSG00000272156",0,0,2,0,1,0,0,2
"ENSG00000226015",82,79,183,134,128,88,126,166
"ENSG00000285888",0,0,0,0,0,0,2,0
"ENSG00000174332",56,65,109,103,42,29,86,115
"ENSG00000154451",1,0,2,1,5,3,1,1
"ENSG00000159450",27,23,47,39,37,31,51,52
"ENSG00000229388",11,18,15,10,10,14,7,8
"ENSG00000296487",0,2,4,3,0,3,1,4
"ENSG00000293970",117,156,87,124,182,149,134,160
"ENSG00000243155",40,56,62,31,60,35,46,54
"ENSG00000108819",2494,2714,5003,2617,3380,2671,3159,3496
"ENSG00000301326",0,2,0,0,0,0,1,0
"ENSG00000285077",82,130,138,136,94,93,89,161
"ENSG00000213599",416,637,921,763,475,397,955,587
"ENSG00000135093",282,291,237,281,385,379,310,381
"ENSG00000175387",1258,1448,1077,1400,1805,1490,1736,1737
"ENSG00000286338",0,0,0,0,0,3,0,0
"ENSG00000163811",2806,3530,3575,4060,4084,3352,5083,5380
"ENSG00000120341",18,36,0,14,38,40,12,12
"ENSG00000238184",1,2,1,0,0,2,0,0
"ENSG00000302707",0,0,0,0,1,0,0,0
"ENSG00000272707",0,1,1,0,0,0,1,0
"ENSG00000302121",0,0,0,0,0,0,0,3
"ENSG00000260038",0,0,0,0,0,1,0,0
"ENSG00000053747",14,24,17,23,19,15,36,33
"ENSG00000224687",24,36,32,48,41,31,56,61
"ENSG00000236468",0,3,2,0,1,3,1,1
"ENSG00000291005",43,35,42,40,33,56,44,60
"ENSG00000039650",1203,1207,1742,1070,1279,1112,1127,1320
"ENSG00000279607",0,0,0,1,0,0,0,0
"ENSG00000178821",10,3,1,3,4,0,9,2
"ENSG00000213057",19,31,35,35,32,28,44,45
"ENSG00000158717",278,321,525,292,338,296,308,397
"ENSG00000293328",18,12,20,17,34,15,23,15
"ENSG00000305089",1,0,0,0,0,0,0,3
"ENSG00000101966",705,1197,775,1095,1214,1016,1233,1401
"ENSG00000254154",6,14,6,3,0,2,0,2
"ENSG00000197429",263,289,289,281,339,286,305,332
"ENSG00000273062",0,2,0,1,1,1,2,5
"ENSG00000288587",0,0,0,0,3,3,0,0
"ENSG00000110169",3,0,3,1,7,3,0,1
"ENSG00000143631",321,731,529,476,725,670,591,756
"ENSG00000143603",158,254,73,75,241,289,73,78
"ENSG00000228196",14,10,10,10,16,11,14,23
"ENSG00000155886",99,189,33,36,131,129,11,18
"ENSG00000301157",0,1,1,1,1,1,5,2
"ENSG00000238043",1,1,0,1,1,0,0,0
"ENSG00000106268",571,492,825,424,520,378,365,435
"ENSG00000306569",0,0,0,8,17,8,0,27
"ENSG00000076984",1632,1773,2961,1909,1991,1701,2158,2390
"ENSG00000290861",0,0,3,0,0,0,0,0
"ENSG00000299308",3,11,3,6,2,2,3,1
"ENSG00000260132",0,0,0,1,0,2,1,0
"ENSG00000122873",492,446,663,522,551,467,633,703
"ENSG00000183508",11,7,5,8,11,5,10,7
"ENSG00000075240",699,695,732,532,871,700,519,608
"ENSG00000186283",1471,1405,2289,1727,1835,1423,2201,2421
"ENSG00000239569",112,106,107,102,103,105,127,144
"ENSG00000140694",2258,2562,2468,2599,3278,2614,2896,3103
"ENSG00000270091",8,9,8,6,7,4,5,10
"ENSG00000230495",0,0,1,2,0,0,0,0
"ENSG00000162413",2684,3820,5123,4920,4558,3582,6138,7037
"ENSG00000090382",25,16,19,29,58,28,31,32
"ENSG00000227954",3,10,2,5,8,6,12,3
"ENSG00000183386",418,390,448,324,489,395,355,426
"ENSG00000225711",0,0,0,0,1,0,0,0
"ENSG00000053702",8,8,20,16,11,10,10,21
"ENSG00000254952",0,0,0,0,0,0,0,1
"ENSG00000233990",1,1,1,0,1,0,1,0
"ENSG00000213785",0,1,4,3,2,0,1,2
"ENSG00000287743",0,0,0,0,1,0,1,0
"ENSG00000173418",1468,1475,1448,1676,1798,1397,2083,2151
"ENSG00000231802",0,2,0,1,6,4,0,3
"ENSG00000100852",1491,2691,1249,2051,3037,2734,2173,2407
"ENSG00000241127",420,380,335,399,368,290,340,377
"ENSG00000130590",72,78,109,73,137,94,201,180
"ENSG00000104907",1932,1981,5298,3109,2443,1814,3541,4151
"ENSG00000180019",0,0,1,0,0,0,0,0
"ENSG00000304134",0,1,0,1,1,0,0,1
"ENSG00000066926",699,782,534,644,880,780,792,829
"ENSG00000299119",1,0,4,0,3,1,1,1
"ENSG00000226711",26,85,39,42,51,66,58,44
"ENSG00000257663",230,144,295,184,260,210,239,250
"ENSG00000162267",1,3,0,0,1,1,3,4
"ENSG00000159348",804,872,1138,846,1061,821,1014,1131
"ENSG00000162782",20,28,11,7,18,9,18,15
"ENSG00000101986",400,465,489,260,586,454,328,373
"ENSG00000224821",0,0,1,2,1,0,0,0
"ENSG00000293162",65,70,216,112,101,91,86,117
"ENSG00000166750",604,1135,287,366,1083,1088,512,532
"ENSG00000236440",0,0,2,0,0,0,0,0
"ENSG00000203989",0,0,0,0,0,0,1,0
"ENSG00000268416",0,1,1,3,0,2,1,0
"ENSG00000184795",0,0,0,0,0,0,0,1
"ENSG00000286959",0,0,2,2,0,0,0,1
"ENSG00000101752",923,1650,611,803,1557,1491,930,961
"ENSG00000304496",1,0,0,0,0,2,1,1
"ENSG00000285545",2,0,0,0,0,0,0,0
"ENSG00000185033",327,411,301,267,563,481,437,534
"ENSG00000260360",1,5,3,1,8,9,5,7
"ENSG00000307184",0,0,0,0,1,0,0,0
"ENSG00000267586",0,1,1,0,2,3,0,1
"ENSG00000223502",1,2,1,1,0,0,0,1
"ENSG00000240489",106,111,227,150,146,88,144,190
"ENSG00000214413",424,493,356,434,588,462,571,553
"ENSG00000205542",2313,2098,2363,1754,1936,1503,2004,2065
"ENSG00000012963",1305,1601,1535,1913,2193,1631,2206,2311
"ENSG00000237934",1,0,0,0,1,2,0,1
"ENSG00000307346",0,0,0,0,0,0,0,1
"ENSG00000309575",0,2,1,0,0,0,0,0
"ENSG00000197121",294,537,132,314,463,482,334,321
"ENSG00000101680",69,143,136,148,183,144,218,220
"ENSG00000115282",1038,1438,1221,1438,1572,1164,1538,1595
"ENSG00000309635",0,3,0,0,0,0,3,1
"ENSG00000087495",0,0,0,1,0,0,0,1
"ENSG00000085741",19,7,7,4,16,18,7,7
